Likert Scale,Count Negative,Numerical Responses - Text,Quota Carrying Role - Yes/No Question View Filter Only,Quota Carrying Role,WFH Prior to Current Situation,Number of Records,WFH Prior to Current Situation - Question View Filter Only,Response (group),Emp Hash,Other,Question,Question Text,Question Type,Region,Numeric Response Value,Numeric Responses Text,Response
4,0,Agree,,Yes,1 day a week,1,,4,59f3c7329f9a98bfb7cabc69e32f7efb,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,Yes,"Always, I am Ohana@Home",1,,3,59f936855682bdc2bec00e9ff085e431,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
2,1,Disagree,,No or don't know,Never/0 days a week,1,,2,5a4aac1485841023d40627b82c469b76,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,5a64690dfd02c7b973c7f37b2fd1215d,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,No or don't know,1 day a week,1,,3,5acc0affcb31feab0a6d1287c4815ca8,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,No or don't know,1 day a week,1,,4,5ad65d682e6f7d7a0fd894b95b7cd67a,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,No or don't know,1 day a week,1,,4,5b172fa3dbfa3daf84c50d5aad186bb4,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,5bcfbab9c66310f37cd910b60783d517,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,Yes,5 days a week,1,,4,5bfb4ddd3371f466d84e0daa1905df22,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,No or don't know,1 day a week,1,,4,5ce64e8b8c40273b7ce2bfdcea412ecf,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,5d5c9eece87760d08b3905e62bf95a93,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,5e0a262a10bef4b7e43f093441d8671a,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,5e40f9192c58f294d71b6ae6acf68ebc,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,Yes,Never/0 days a week,1,,5,5ef53bef98fe7f8d7daeff7e06c77e8d,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
5,0,Strongly agree,,Yes,Never/0 days a week,1,,5,5f6472751c85e1e89a7d51ff48354f87,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
5,0,Strongly agree,,Yes,3 days a week,1,,5,5fad46adeb6a1dea25e43d239eccf972,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
3,0.5,Neutral,,No or don't know,Never/0 days a week,1,,3,6081e8c2765d16a04268475df73c41cf,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,Yes,"Always, I am Ohana@Home",1,,4,60dbe6a4622fcabfe1aaa13c488816e6,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,No or don't know,1 day a week,1,,4,61a4d789511622d3924461a1b1de9c80,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
1,1,Strongly disagree,,Yes,"Always, I am Ohana@Home",1,,1,633672d69fdf0fe6ea0d1ac9b693f51a,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,1,strongly disagree,1 = Strongly disagree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,6340bd338c0ba20742b872bfd5563995,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
1,1,Strongly disagree,,Yes,"Always, I am Ohana@Home",1,,1,637c1a88d13fcd53e04ae10cc888f794,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,1,strongly disagree,1 = Strongly disagree
5,0,Strongly agree,,Yes,Never/0 days a week,1,,5,6384fd5b3cde5a72765ff4d658d44afd,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
3,0.5,Neutral,,Yes,Never/0 days a week,1,,3,63b32aed81a98979846f6a5238a1b81b,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,Yes,"Always, I am Ohana@Home",1,,4,63c9bc822bbcdf46ec1ff7cadcb28bf1,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
2,1,Disagree,,No or don't know,Never/0 days a week,1,,2,6403e567ed01d59e69cf2fee64e0bb4c,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,65291de593e984d3e66583e4a4dfa889,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
2,1,Disagree,,No or don't know,Never/0 days a week,1,,2,6531ef6084da61f3631aa6d5bf513782,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,66507657c3113e440d057c884983d1d4,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,665f3f02950297600dd65728e03aa291,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,667990404b248537b9a4732ad19cb9af,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,Yes,Never/0 days a week,1,,4,66929cfff4103e38ec4cfd9b2d71416f,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,No or don't know,"Always, I am Ohana@Home",1,,4,67d290aa9ad8d7b4508c49c9b804f6a3,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,No or don't know,Never/0 days a week,1,,3,67e1312af839d1b70b9aa3d8bd6767b1,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
2,1,Disagree,,Yes,Never/0 days a week,1,,2,67efa86b823e57268cbf60c9f00c9c89,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,6826881fa848b28619c3346d7411f1fb,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,Yes,"Always, I am Ohana@Home",1,,5,684bcf54aef11b71c05c5fdf77d690d5,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
3,0.5,Neutral,,No or don't know,1 day a week,1,,3,689ce72f94a811eede007c5e81fc5cc4,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
3,0.5,Neutral,,No or don't know,1 day a week,1,,3,6920fbd5301e6e29d600a3d645ff5d2b,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,698bf8da1c348b35e9372160aba9be52,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,No or don't know,1 day a week,1,,3,69f8c879097458e81aaa82dfd1ed0de6,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
3,0.5,Neutral,,No or don't know,Never/0 days a week,1,,3,6a65369739210669bcea4853c8182ac9,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
5,0,Strongly agree,,Yes,Never/0 days a week,1,,5,6aa7c40c9d0c5206c71db6d7eceb9a10,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
1,1,Strongly disagree,,No or don't know,1 day a week,1,,1,6b383aa3f598119231378e825176e2b3,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,1,strongly disagree,1 = Strongly disagree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,6ccaa5b7f7fe2c7b8b188da8159f722f,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,No or don't know,2 days a week,1,,3,6d405c54645ac423fbe3af09e6fd27fd,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
2,1,Disagree,,No or don't know,1 day a week,1,,2,6d98dcb7e11bcc503ccaf9a8e1b1b8fb,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,6e0124182edb78c45f8df87749aeb008,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,No or don't know,2 days a week,1,,5,6e1e7e8b2f2b92d0661e0672542034b2,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
5,0,Strongly agree,,No or don't know,1 day a week,1,,5,6e4b4d33bb73641ad4c91400e795666f,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,6fd7a14da176ca2b1121c9773043d608,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
1,1,Strongly disagree,,No or don't know,5 days a week,1,,1,705b7f83e1272b948bd586f989043a10,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,1,strongly disagree,1 = Strongly disagree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,7075c291cfe4c8f495f4db964aca2169,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,No or don't know,2 days a week,1,,3,70ffd844a3296ffeb53729e8231001ef,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,7172a3907077bf0c3713979aa350a62d,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
1,1,Strongly disagree,,Yes,"Always, I am Ohana@Home",1,,1,71adc21b71e48a514b535f91cf80ab59,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,1,strongly disagree,1 = Strongly disagree
2,1,Disagree,,Yes,Never/0 days a week,1,,2,71ef033fdb6b81c453530cfbb38e817b,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
5,0,Strongly agree,,No or don't know,1 day a week,1,,5,72c27d715b7ef7e6b43e42faa1b46d00,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,73317c1158b4bb6e9c4849cc73437d3c,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,7366f408745c9b0e64a7d788555939a7,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,No or don't know,Never/0 days a week,1,,3,73b1873d92434b16e49f4f365056e10c,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,73d79b60caa8382ba7c4ab8895d59505,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,Yes,2 days a week,1,,4,7411766b76a2f5082c7357d9670ada80,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,Yes,Never/0 days a week,1,,5,75561b116c51ded958803f838e0c40a2,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
3,0.5,Neutral,,Yes,"Always, I am Ohana@Home",1,,3,75599f236679006d013f1c236419d3db,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,7592fde9efe08647153ebc61cf16b7d0,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
2,1,Disagree,,No or don't know,Never/0 days a week,1,,2,75a82f900eae5db8f81ea3f045ef3689,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
3,0.5,Neutral,,No or don't know,Never/0 days a week,1,,3,773dd52405125eed2065962bf8455e9b,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
3,0.5,Neutral,,No or don't know,1 day a week,1,,3,783169c39c9573f8a85d2b04f173e8f0,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,No or don't know,1 day a week,1,,4,7873253303033374c343a9dbf115827d,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,795b80fe4089fd53cc1d8fcd25cb0304,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
2,1,Disagree,,Yes,1 day a week,1,,2,7a1d5c8a471038bc02c323afa264aa40,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
3,0.5,Neutral,,Yes,1 day a week,1,,3,7b51e76dd2cb972140954c07f69566ae,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
3,0.5,Neutral,,Yes,5 days a week,1,,3,7b52c6ed2ff232897a7912306ccc9d00,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
2,1,Disagree,,No or don't know,1 day a week,1,,2,7bf56780df07909acb187e141b4d172e,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,7c40adbcae1477e622f9404c8f63177c,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
2,1,Disagree,,Yes,Never/0 days a week,1,,2,7c56345eed76f1c385a32a2b1da1064a,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
3,0.5,Neutral,,No or don't know,2 days a week,1,,3,7ea8b2b4e4b8e23894e6709c539afd9e,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,No or don't know,2 days a week,1,,4,7edea10928e3a255ddb891b66cfd7e15,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,No or don't know,3 days a week,1,,4,7f148b144dab0c84a6b6b43ad6bee3f4,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,No or don't know,1 day a week,1,,3,7f237a2b62d6329ba9d5461b2e542ffd,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
5,0,Strongly agree,,Yes,1 day a week,1,,5,7fc4eebeb044ec0d9f9ec14930885f1a,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
1,1,Strongly disagree,,Yes,1 day a week,1,,1,7fedc85ac10335342346241f48a0bc1b,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,1,strongly disagree,1 = Strongly disagree
4,0,Agree,,Yes,1 day a week,1,,4,8031282fb00139e7fba71b1f4d6f13e7,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,Yes,Never/0 days a week,1,,3,8076d82ba2f04e02a494208d1f980785,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
3,0.5,Neutral,,Yes,"Always, I am Ohana@Home",1,,3,807e10c162d296b19c3b16ea671ab876,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,Yes,Never/0 days a week,1,,4,808eaf9239449b8755ee182f99f3295f,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,No or don't know,Never/0 days a week,1,,3,83073bbbb809c9171b34479a36819063,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,8510ea89f6a9aa836c160d20bb65d757,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,85c585f52034e596565b4c75a8227466,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
1,1,Strongly disagree,,Yes,"Always, I am Ohana@Home",1,,1,8728e35674ceacdf07c0764160d5a416,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,1,strongly disagree,1 = Strongly disagree
2,1,Disagree,,No or don't know,1 day a week,1,,2,87b45082de7ad88dc18a27a7380b142a,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,880fcdc5aa6c9d4f7e9bb0b6b40f17f3,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
3,0.5,Neutral,,Yes,1 day a week,1,,3,890067b2d528f83d7bb156370a8d1d97,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
2,1,Disagree,,Yes,Never/0 days a week,1,,2,8920e090f9840a93295d19a640980329,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
4,0,Agree,,No or don't know,1 day a week,1,,4,89fb166cd9f896874809722de0acf001,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,Yes,1 day a week,1,,5,8af3295f64b82e9be05694aef3bd881d,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
4,0,Agree,,Yes,5 days a week,1,,4,8b06b1da77e63e86b4664d0dddb82870,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,8b45aa69cfc25d0ac7a88fb9969ebc25,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,8b5b2289d567e0dbb810d6a9e06defb6,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,8d295466f6c70c201d93f649d4464fac,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,No or don't know,1 day a week,1,,4,8ebfc4df31d4abfa4779421c9c34d9da,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,Yes,1 day a week,1,,4,8f60d3f85844c66371b37f203d101182,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,8f63a0e8ef285fe19d434a01018fb1e2,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,Yes,5 days a week,1,,5,8fc881e2bb5c15770d3b33611478d957,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
3,0.5,Neutral,,No or don't know,1 day a week,1,,3,8ffe8c34790fccc63e64d5f762f6b7e4,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,Yes,"Always, I am Ohana@Home",1,,4,922b4cfe8cadca7fa99ed9b77c102ccc,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,Yes,"Always, I am Ohana@Home",1,,4,933ec11f8dc6ab829f716399614a7306,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
1,1,Strongly disagree,,Yes,Never/0 days a week,1,,1,93c398e031b2616cc78ba37308b3505c,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,1,strongly disagree,1 = Strongly disagree
4,0,Agree,,No or don't know,1 day a week,1,,4,93d467d587bb2bbcb532ce969764a0b9,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
3,0.5,Neutral,,Yes,Never/0 days a week,1,,3,93d79a03cc9a00afd001d51c6ce62da3,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
5,0,Strongly agree,,No or don't know,1 day a week,1,,5,94ab6c3c4c5d87c38dd5b05e38201746,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
3,0.5,Neutral,,Yes,1 day a week,1,,3,94beab4291e46c60f4e95f05b210603e,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
4,0,Agree,,Yes,"Always, I am Ohana@Home",1,,4,94d0e99076bd6759e72e9a1104edae40,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
5,0,Strongly agree,,Yes,Never/0 days a week,1,,5,94df4bc209e13bf14b56214578437d85,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
5,0,Strongly agree,,No or don't know,Never/0 days a week,1,,5,968ade1a1deaff8a1b768deef477e6c1,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
5,0,Strongly agree,,Yes,Never/0 days a week,1,,5,96ae9c165702c2e956386ebbeac20b3a,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,96f20163c4b876e19c19cd0f36c6712e,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
4,0,Agree,,No or don't know,2 days a week,1,,4,97719b63aa4a6d69be428a94f6d0a1e3,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
2,1,Disagree,,No or don't know,Never/0 days a week,1,,2,97780b066bbd82bccd34c0a4a500ac00,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
4,0,Agree,,No or don't know,1 day a week,1,,4,98f576ef81c64659300f0a6fcee63f94,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
2,1,Disagree,,No or don't know,Never/0 days a week,1,,2,9b697c332343fca86f3602b45f9ce043,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,2,disagree,2 = Disagree
5,0,Strongly agree,,Yes,5 days a week,1,,5,9b6eb532f3b03aa7bbc5b30de4336d16,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
5,0,Strongly agree,,No or don't know,1 day a week,1,,5,9badfea2e638aa70b37bafc9ad106ba3,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
,0,,,No or don't know,2 days a week,1,,,9bdc186c686cff32149c8647880f3c3e,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,,,
1,1,Strongly disagree,,No or don't know,1 day a week,1,,1,9bf91bca3d1af81f0f2b47d1c97d3fa8,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,1,strongly disagree,1 = Strongly disagree
3,0.5,Neutral,,No or don't know,Never/0 days a week,1,,3,9c54ca59217debe571dc57e6df4128d5,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,3,neutral,3 = Neutral
5,0,Strongly agree,,Yes,Never/0 days a week,1,,5,9cc37c5b4a3f97f6dcb7e6c202b609d3,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,5,strongly agree,5 = Strongly agree
4,0,Agree,,No or don't know,Never/0 days a week,1,,4,9cf7917cc40423ff7786739a70f67517,,33,I have a strong social support network in the city I currently live in that I could call on for assistance if I needed to.,number,AMER,4,agree,4 = Agree
