Airline,Dest Latitude,Dest Longitude,Destination airport,Origin Latitude,Origin Longitude,Origin airport
VS,33.3825,-84.2537,IAH,29.5849,-95.2023,ATL
VS,33.3825,-84.2537,MSY,29.5936,-90.1528,ATL
VS,40.3823,-73.4644,MSY,29.5936,-90.1528,JFK
VS,33.3825,-84.2537,AUS,30.114,-97.4011,ATL
VS,33.3825,-84.2537,PNS,30.2823,-87.1114,ATL
VS,33.3825,-84.2537,JAX,30.2938,-81.4116,ATL
VS,33.3825,-84.2537,SAN,32.44,-117.1122,ATL
VS,33.3825,-84.2537,DAL,32.5049,-96.516,ATL
VS,33.3825,-84.2537,DFW,32.5347,-97.215,ATL
VS,33.3825,-84.2537,CHS,32.5355,-80.225,ATL
VS,33.3825,-84.2537,TUS,32.658,-110.5629,ATL
VS,33.3825,-84.2537,SAV,32.739,-81.127,ATL
VS,33.3825,-84.2537,PHX,33.263,-112.029,ATL
VS,33.3825,-84.2537,BHM,33.3346,-86.4512,ATL
VS,25.4735,-80.1726,ATL,33.3825,-84.2537,MIA
VS,26.321,-81.4518,ATL,33.3825,-84.2537,RSW
VS,26.4059,-80.544,ATL,33.3825,-84.2537,PBI
VS,26.421,-80.99,ATL,33.3825,-84.2537,FLL
VS,27.5831,-82.3159,ATL,33.3825,-84.2537,TPA
VS,28.2544,-81.1857,ATL,33.3825,-84.2537,MCO
VS,29.321,-98.2811,ATL,33.3825,-84.2537,SAT
VS,29.3843,-95.1644,ATL,33.3825,-84.2537,HOU
VS,29.5849,-95.2023,ATL,33.3825,-84.2537,IAH
VS,29.5936,-90.1528,ATL,33.3825,-84.2537,MSY
VS,30.114,-97.4011,ATL,33.3825,-84.2537,AUS
VS,30.2823,-87.1114,ATL,33.3825,-84.2537,PNS
VS,30.2938,-81.4116,ATL,33.3825,-84.2537,JAX
VS,32.44,-117.1122,ATL,33.3825,-84.2537,SAN
VS,32.5049,-96.516,ATL,33.3825,-84.2537,DAL
VS,32.5347,-97.215,ATL,33.3825,-84.2537,DFW
VS,32.5355,-80.225,ATL,33.3825,-84.2537,CHS
VS,32.658,-110.5629,ATL,33.3825,-84.2537,TUS
VS,32.739,-81.127,ATL,33.3825,-84.2537,SAV
VS,33.263,-112.029,ATL,33.3825,-84.2537,PHX
VS,33.3346,-86.4512,ATL,33.3825,-84.2537,BHM
VS,33.5633,-118.2429,ATL,33.3825,-84.2537,LAX
VS,35.125,-80.5635,ATL,33.3825,-84.2537,CLT
VS,35.232,-89.5836,ATL,33.3825,-84.2537,MEM
VS,35.2335,-97.362,ATL,33.3825,-84.2537,OKC
VS,35.5239,-78.4714,ATL,33.3825,-84.2537,RDU
VS,36.1154,-95.5317,ATL,33.3825,-84.2537,TUL
VS,36.449,-115.98,ATL,33.3825,-84.2537,LAS
VS,36.728,-86.4041,ATL,33.3825,-84.2537,BNA
VS,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
VS,38.4143,-121.3526,ATL,33.3825,-84.2537,SMF
VS,38.4451,-90.2135,ATL,33.3825,-84.2537,STL
VS,38.564,-77.272,ATL,33.3825,-84.2537,IAD
VS,39.1751,-94.425,ATL,33.3825,-84.2537,MCI
VS,39.246,-84.3943,ATL,33.3825,-84.2537,CVG
VS,39.432,-86.1739,ATL,33.3825,-84.2537,IND
VS,39.513,-104.401,ATL,33.3825,-84.2537,DEN
VS,40.3823,-73.4644,ATL,33.3825,-84.2537,JFK
VS,40.4132,-74.107,ATL,33.3825,-84.2537,EWR
VS,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
VS,42.1244,-83.2112,ATL,33.3825,-84.2537,DTW
VS,42.2151,-71.018,ATL,33.3825,-84.2537,BOS
VS,33.3825,-84.2537,LAX,33.5633,-118.2429,ATL
VS,33.3825,-84.2537,CLT,35.125,-80.5635,ATL
VS,33.3825,-84.2537,MEM,35.232,-89.5836,ATL
VS,33.3825,-84.2537,OKC,35.2335,-97.362,ATL
VS,33.3825,-84.2537,RDU,35.5239,-78.4714,ATL
VS,33.3825,-84.2537,TUL,36.1154,-95.5317,ATL
VS,33.3825,-84.2537,LAS,36.449,-115.98,ATL
VS,33.3825,-84.2537,BNA,36.728,-86.4041,ATL
VS,33.3825,-84.2537,SJC,37.2142,-121.5544,ATL
VS,33.3825,-84.2537,SFO,37.378,-122.2229,ATL
VS,33.3825,-84.2537,SMF,38.4143,-121.3526,ATL
VS,33.3825,-84.2537,STL,38.4451,-90.2135,ATL
VS,33.3825,-84.2537,IAD,38.564,-77.272,ATL
VS,33.3825,-84.2537,MCI,39.1751,-94.425,ATL
VS,33.3825,-84.2537,CVG,39.246,-84.3943,ATL
VS,33.3825,-84.2537,IND,39.432,-86.1739,ATL
VS,33.3825,-84.2537,DEN,39.513,-104.401,ATL
VS,29.5936,-90.1528,JFK,40.3823,-73.4644,MSY
VS,33.3825,-84.2537,JFK,40.3823,-73.4644,ATL
VS,33.3825,-84.2537,EWR,40.4132,-74.107,ATL
VS,33.3825,-84.2537,ORD,41.5846,-87.5416,ATL
VS,29.5936,-90.1528,DTW,42.1244,-83.2112,MSY
VS,33.3825,-84.2537,DTW,42.1244,-83.2112,ATL
VS,33.3825,-84.2537,BOS,42.2151,-71.018,ATL
VX,33.5633,-118.2429,FLL,26.421,-80.99,LAX
VX,37.378,-122.2229,FLL,26.421,-80.99,SFO
VX,33.5633,-118.2429,MCO,28.2544,-81.1857,LAX
VX,37.378,-122.2229,MCO,28.2544,-81.1857,SFO
VX,37.378,-122.2229,AUS,30.114,-97.4011,SFO
VX,37.378,-122.2229,SAN,32.44,-117.1122,SFO
VX,33.5633,-118.2429,DFW,32.5347,-97.215,LAX
VX,37.378,-122.2229,DFW,32.5347,-97.215,SFO
VX,26.421,-80.99,LAX,33.5633,-118.2429,FLL
VX,28.2544,-81.1857,LAX,33.5633,-118.2429,MCO
VX,32.5347,-97.215,LAX,33.5633,-118.2429,DFW
VX,36.449,-115.98,LAX,33.5633,-118.2429,LAS
VX,37.2142,-121.5544,LAX,33.5633,-118.2429,SJC
VX,37.378,-122.2229,LAX,33.5633,-118.2429,SFO
VX,38.564,-77.272,LAX,33.5633,-118.2429,IAD
VX,39.5219,-75.1428,LAX,33.5633,-118.2429,PHL
VX,40.3823,-73.4644,LAX,33.5633,-118.2429,JFK
VX,40.4132,-74.107,LAX,33.5633,-118.2429,EWR
VX,41.5846,-87.5416,LAX,33.5633,-118.2429,ORD
VX,42.2151,-71.018,LAX,33.5633,-118.2429,BOS
VX,47.2656,-122.1833,LAX,33.5633,-118.2429,SEA
VX,33.5633,-118.2429,LAS,36.449,-115.98,LAX
VX,37.378,-122.2229,LAS,36.449,-115.98,SFO
VX,40.3823,-73.4644,LAS,36.449,-115.98,JFK
VX,33.5633,-118.2429,SJC,37.2142,-121.5544,LAX
VX,26.421,-80.99,SFO,37.378,-122.2229,FLL
VX,28.2544,-81.1857,SFO,37.378,-122.2229,MCO
VX,30.114,-97.4011,SFO,37.378,-122.2229,AUS
VX,32.44,-117.1122,SFO,37.378,-122.2229,SAN
VX,32.5347,-97.215,SFO,37.378,-122.2229,DFW
VX,33.5633,-118.2429,SFO,37.378,-122.2229,LAX
VX,36.449,-115.98,SFO,37.378,-122.2229,LAS
VX,38.517,-77.215,SFO,37.378,-122.2229,DCA
VX,38.564,-77.272,SFO,37.378,-122.2229,IAD
VX,39.5219,-75.1428,SFO,37.378,-122.2229,PHL
VX,40.3823,-73.4644,SFO,37.378,-122.2229,JFK
VX,40.4132,-74.107,SFO,37.378,-122.2229,EWR
VX,41.5846,-87.5416,SFO,37.378,-122.2229,ORD
VX,42.2151,-71.018,SFO,37.378,-122.2229,BOS
VX,45.3519,-122.3551,SFO,37.378,-122.2229,PDX
VX,47.2656,-122.1833,SFO,37.378,-122.2229,SEA
VX,37.378,-122.2229,DCA,38.517,-77.215,SFO
VX,33.5633,-118.2429,IAD,38.564,-77.272,LAX
VX,37.378,-122.2229,IAD,38.564,-77.272,SFO
VX,33.5633,-118.2429,PHL,39.5219,-75.1428,LAX
VX,37.378,-122.2229,PHL,39.5219,-75.1428,SFO
VX,33.5633,-118.2429,JFK,40.3823,-73.4644,LAX
VX,36.449,-115.98,JFK,40.3823,-73.4644,LAS
VX,37.378,-122.2229,JFK,40.3823,-73.4644,SFO
VX,33.5633,-118.2429,EWR,40.4132,-74.107,LAX
VX,37.378,-122.2229,EWR,40.4132,-74.107,SFO
VX,33.5633,-118.2429,ORD,41.5846,-87.5416,LAX
VX,37.378,-122.2229,ORD,41.5846,-87.5416,SFO
VX,33.5633,-118.2429,BOS,42.2151,-71.018,LAX
VX,37.378,-122.2229,BOS,42.2151,-71.018,SFO
VX,37.378,-122.2229,PDX,45.3519,-122.3551,SFO
VX,33.5633,-118.2429,SEA,47.2656,-122.1833,LAX
VX,37.378,-122.2229,SEA,47.2656,-122.1833,SFO
WN,27.5831,-82.3159,EYW,24.3322,-81.4534,TPA
WN,28.2544,-81.1857,EYW,24.3322,-81.4534,MCO
WN,29.5936,-90.1528,EYW,24.3322,-81.4534,MSY
WN,29.321,-98.2811,HRL,26.1342,-97.3915,SAT
WN,29.3843,-95.1644,HRL,26.1342,-97.3915,HOU
WN,30.114,-97.4011,HRL,26.1342,-97.3915,AUS
WN,32.5049,-96.516,HRL,26.1342,-97.3915,DAL
WN,32.5347,-97.215,RSW,26.321,-81.4518,DFW
WN,33.3825,-84.2537,RSW,26.321,-81.4518,ATL
WN,38.4451,-90.2135,RSW,26.321,-81.4518,STL
WN,38.517,-77.215,RSW,26.321,-81.4518,DCA
WN,39.1031,-76.406,RSW,26.321,-81.4518,BWI
WN,39.432,-86.1739,RSW,26.321,-81.4518,IND
WN,39.5219,-75.1428,RSW,26.321,-81.4518,PHL
WN,39.5952,-82.533,RSW,26.321,-81.4518,CMH
WN,40.2929,-80.1358,RSW,26.321,-81.4518,PIT
WN,41.4326,-71.2541,RSW,26.321,-81.4518,PVD
WN,41.479,-87.458,RSW,26.321,-81.4518,MDW
WN,41.562,-72.4059,RSW,26.321,-81.4518,BDL
WN,42.565,-87.5347,RSW,26.321,-81.4518,MKE
WN,33.3825,-84.2537,PBI,26.4059,-80.544,ATL
WN,39.1031,-76.406,PBI,26.4059,-80.544,BWI
WN,40.4742,-73.6,PBI,26.4059,-80.544,ISP
WN,27.5831,-82.3159,FLL,26.421,-80.99,TPA
WN,29.3843,-95.1644,FLL,26.421,-80.99,HOU
WN,29.5936,-90.1528,FLL,26.421,-80.99,MSY
WN,30.114,-97.4011,FLL,26.421,-80.99,AUS
WN,30.2938,-81.4116,FLL,26.421,-80.99,JAX
WN,33.263,-112.029,FLL,26.421,-80.99,PHX
WN,33.3825,-84.2537,FLL,26.421,-80.99,ATL
WN,35.5239,-78.4714,FLL,26.421,-80.99,RDU
WN,36.449,-115.98,FLL,26.421,-80.99,LAS
WN,36.728,-86.4041,FLL,26.421,-80.99,BNA
WN,38.4451,-90.2135,FLL,26.421,-80.99,STL
WN,39.1031,-76.406,FLL,26.421,-80.99,BWI
WN,39.1751,-94.425,FLL,26.421,-80.99,MCI
WN,39.432,-86.1739,FLL,26.421,-80.99,IND
WN,39.513,-104.401,FLL,26.421,-80.99,DEN
WN,39.5219,-75.1428,FLL,26.421,-80.99,PHL
WN,39.5952,-82.533,FLL,26.421,-80.99,CMH
WN,40.2929,-80.1358,FLL,26.421,-80.99,PIT
WN,40.4742,-73.6,FLL,26.421,-80.99,ISP
WN,41.4326,-71.2541,FLL,26.421,-80.99,PVD
WN,41.479,-87.458,FLL,26.421,-80.99,MDW
WN,41.562,-72.4059,FLL,26.421,-80.99,BDL
WN,42.4453,-73.481,FLL,26.421,-80.99,ALB
WN,42.5625,-78.4355,FLL,26.421,-80.99,BUF
WN,42.565,-87.5347,FLL,26.421,-80.99,MKE
WN,29.3843,-95.1644,CRP,27.4613,-97.304,HOU
WN,24.3322,-81.4534,TPA,27.5831,-82.3159,EYW
WN,26.421,-80.99,TPA,27.5831,-82.3159,FLL
WN,29.321,-98.2811,TPA,27.5831,-82.3159,SAT
WN,29.3843,-95.1644,TPA,27.5831,-82.3159,HOU
WN,29.5936,-90.1528,TPA,27.5831,-82.3159,MSY
WN,30.114,-97.4011,TPA,27.5831,-82.3159,AUS
WN,33.263,-112.029,TPA,27.5831,-82.3159,PHX
WN,33.3346,-86.4512,TPA,27.5831,-82.3159,BHM
WN,33.3825,-84.2537,TPA,27.5831,-82.3159,ATL
WN,35.232,-89.5836,TPA,27.5831,-82.3159,MEM
WN,35.5239,-78.4714,TPA,27.5831,-82.3159,RDU
WN,36.449,-115.98,TPA,27.5831,-82.3159,LAS
WN,36.728,-86.4041,TPA,27.5831,-82.3159,BNA
WN,38.4451,-90.2135,TPA,27.5831,-82.3159,STL
WN,39.1031,-76.406,TPA,27.5831,-82.3159,BWI
WN,39.1751,-94.425,TPA,27.5831,-82.3159,MCI
WN,39.432,-86.1739,TPA,27.5831,-82.3159,IND
WN,39.513,-104.401,TPA,27.5831,-82.3159,DEN
WN,39.5219,-75.1428,TPA,27.5831,-82.3159,PHL
WN,39.548,-84.139,TPA,27.5831,-82.3159,DAY
WN,39.5952,-82.533,TPA,27.5831,-82.3159,CMH
WN,40.2929,-80.1358,TPA,27.5831,-82.3159,PIT
WN,40.4742,-73.6,TPA,27.5831,-82.3159,ISP
WN,41.4326,-71.2541,TPA,27.5831,-82.3159,PVD
WN,41.479,-87.458,TPA,27.5831,-82.3159,MDW
WN,41.562,-72.4059,TPA,27.5831,-82.3159,BDL
WN,42.4453,-73.481,TPA,27.5831,-82.3159,ALB
WN,42.5251,-85.3122,TPA,27.5831,-82.3159,GRR
WN,42.5625,-78.4355,TPA,27.5831,-82.3159,BUF
WN,42.565,-87.5347,TPA,27.5831,-82.3159,MKE
WN,43.77,-77.402,TPA,27.5831,-82.3159,ROC
WN,24.3322,-81.4534,MCO,28.2544,-81.1857,EYW
WN,29.321,-98.2811,MCO,28.2544,-81.1857,SAT
WN,29.3843,-95.1644,MCO,28.2544,-81.1857,HOU
WN,29.5936,-90.1528,MCO,28.2544,-81.1857,MSY
WN,30.114,-97.4011,MCO,28.2544,-81.1857,AUS
WN,32.184,-90.433,MCO,28.2544,-81.1857,JAN
WN,33.263,-112.029,MCO,28.2544,-81.1857,PHX
WN,33.3346,-86.4512,MCO,28.2544,-81.1857,BHM
WN,33.3825,-84.2537,MCO,28.2544,-81.1857,ATL
WN,35.125,-80.5635,MCO,28.2544,-81.1857,CLT
WN,35.232,-89.5836,MCO,28.2544,-81.1857,MEM
WN,35.5239,-78.4714,MCO,28.2544,-81.1857,RDU
WN,36.449,-115.98,MCO,28.2544,-81.1857,LAS
WN,36.534,-76.124,MCO,28.2544,-81.1857,ORF
WN,36.728,-86.4041,MCO,28.2544,-81.1857,BNA
WN,37.3018,-77.191,MCO,28.2544,-81.1857,RIC
WN,38.4451,-90.2135,MCO,28.2544,-81.1857,STL
WN,39.1031,-76.406,MCO,28.2544,-81.1857,BWI
WN,39.1751,-94.425,MCO,28.2544,-81.1857,MCI
WN,39.432,-86.1739,MCO,28.2544,-81.1857,IND
WN,39.513,-104.401,MCO,28.2544,-81.1857,DEN
WN,39.5219,-75.1428,MCO,28.2544,-81.1857,PHL
WN,39.548,-84.139,MCO,28.2544,-81.1857,DAY
WN,39.5952,-82.533,MCO,28.2544,-81.1857,CMH
WN,40.2929,-80.1358,MCO,28.2544,-81.1857,PIT
WN,40.4742,-73.6,MCO,28.2544,-81.1857,ISP
WN,41.4326,-71.2541,MCO,28.2544,-81.1857,PVD
WN,41.479,-87.458,MCO,28.2544,-81.1857,MDW
WN,41.562,-72.4059,MCO,28.2544,-81.1857,BDL
WN,42.2151,-71.018,MCO,28.2544,-81.1857,BOS
WN,42.4453,-73.481,MCO,28.2544,-81.1857,ALB
WN,42.5251,-85.3122,MCO,28.2544,-81.1857,GRR
WN,42.5625,-78.4355,MCO,28.2544,-81.1857,BUF
WN,42.565,-87.5347,MCO,28.2544,-81.1857,MKE
WN,43.77,-77.402,MCO,28.2544,-81.1857,ROC
WN,44.5249,-93.13,MCO,28.2544,-81.1857,MSP
WN,26.1342,-97.3915,SAT,29.321,-98.2811,HRL
WN,27.5831,-82.3159,SAT,29.321,-98.2811,TPA
WN,28.2544,-81.1857,SAT,29.321,-98.2811,MCO
WN,29.3843,-95.1644,SAT,29.321,-98.2811,HOU
WN,31.4824,-106.224,SAT,29.321,-98.2811,ELP
WN,32.44,-117.1122,SAT,29.321,-98.2811,SAN
WN,32.5049,-96.516,SAT,29.321,-98.2811,DAL
WN,33.263,-112.029,SAT,29.321,-98.2811,PHX
WN,33.3825,-84.2537,SAT,29.321,-98.2811,ATL
WN,33.5633,-118.2429,SAT,29.321,-98.2811,LAX
WN,36.449,-115.98,SAT,29.321,-98.2811,LAS
WN,36.728,-86.4041,SAT,29.321,-98.2811,BNA
WN,38.4451,-90.2135,SAT,29.321,-98.2811,STL
WN,39.1031,-76.406,SAT,29.321,-98.2811,BWI
WN,39.513,-104.401,SAT,29.321,-98.2811,DEN
WN,41.479,-87.458,SAT,29.321,-98.2811,MDW
WN,26.1342,-97.3915,HOU,29.3843,-95.1644,HRL
WN,26.421,-80.99,HOU,29.3843,-95.1644,FLL
WN,27.4613,-97.304,HOU,29.3843,-95.1644,CRP
WN,27.5831,-82.3159,HOU,29.3843,-95.1644,TPA
WN,28.2544,-81.1857,HOU,29.3843,-95.1644,MCO
WN,29.321,-98.2811,HOU,29.3843,-95.1644,SAT
WN,29.5936,-90.1528,HOU,29.3843,-95.1644,MSY
WN,30.114,-97.4011,HOU,29.3843,-95.1644,AUS
WN,30.2823,-87.1114,HOU,29.3843,-95.1644,PNS
WN,30.2938,-81.4116,HOU,29.3843,-95.1644,JAX
WN,31.4824,-106.224,HOU,29.3843,-95.1644,ELP
WN,31.5633,-102.126,HOU,29.3843,-95.1644,MAF
WN,32.184,-90.433,HOU,29.3843,-95.1644,JAN
WN,32.44,-117.1122,HOU,29.3843,-95.1644,SAN
WN,32.5049,-96.516,HOU,29.3843,-95.1644,DAL
WN,32.5355,-80.225,HOU,29.3843,-95.1644,CHS
WN,33.263,-112.029,HOU,29.3843,-95.1644,PHX
WN,33.3346,-86.4512,HOU,29.3843,-95.1644,BHM
WN,33.3825,-84.2537,HOU,29.3843,-95.1644,ATL
WN,33.4032,-117.525,HOU,29.3843,-95.1644,SNA
WN,33.5633,-118.2429,HOU,29.3843,-95.1644,LAX
WN,34.4346,-92.1327,HOU,29.3843,-95.1644,LIT
WN,35.125,-80.5635,HOU,29.3843,-95.1644,CLT
WN,35.232,-89.5836,HOU,29.3843,-95.1644,MEM
WN,35.2335,-97.362,HOU,29.3843,-95.1644,OKC
WN,35.5239,-78.4714,HOU,29.3843,-95.1644,RDU
WN,36.1154,-95.5317,HOU,29.3843,-95.1644,TUL
WN,36.449,-115.98,HOU,29.3843,-95.1644,LAS
WN,36.728,-86.4041,HOU,29.3843,-95.1644,BNA
WN,37.4316,-122.1314,HOU,29.3843,-95.1644,OAK
WN,38.4451,-90.2135,HOU,29.3843,-95.1644,STL
WN,38.517,-77.215,HOU,29.3843,-95.1644,DCA
WN,39.1031,-76.406,HOU,29.3843,-95.1644,BWI
WN,39.1751,-94.425,HOU,29.3843,-95.1644,MCI
WN,39.432,-86.1739,HOU,29.3843,-95.1644,IND
WN,39.513,-104.401,HOU,29.3843,-95.1644,DEN
WN,40.2929,-80.1358,HOU,29.3843,-95.1644,PIT
WN,40.4132,-74.107,HOU,29.3843,-95.1644,EWR
WN,40.4638,-73.5221,HOU,29.3843,-95.1644,LGA
WN,41.479,-87.458,HOU,29.3843,-95.1644,MDW
WN,42.2151,-71.018,HOU,29.3843,-95.1644,BOS
WN,24.3322,-81.4534,MSY,29.5936,-90.1528,EYW
WN,26.421,-80.99,MSY,29.5936,-90.1528,FLL
WN,27.5831,-82.3159,MSY,29.5936,-90.1528,TPA
WN,28.2544,-81.1857,MSY,29.5936,-90.1528,MCO
WN,29.3843,-95.1644,MSY,29.5936,-90.1528,HOU
WN,30.114,-97.4011,MSY,29.5936,-90.1528,AUS
WN,32.44,-117.1122,MSY,29.5936,-90.1528,SAN
WN,32.5049,-96.516,MSY,29.5936,-90.1528,DAL
WN,33.263,-112.029,MSY,29.5936,-90.1528,PHX
WN,33.3825,-84.2537,MSY,29.5936,-90.1528,ATL
WN,33.5633,-118.2429,MSY,29.5936,-90.1528,LAX
WN,36.449,-115.98,MSY,29.5936,-90.1528,LAS
WN,36.728,-86.4041,MSY,29.5936,-90.1528,BNA
WN,38.4451,-90.2135,MSY,29.5936,-90.1528,STL
WN,39.1031,-76.406,MSY,29.5936,-90.1528,BWI
WN,39.1751,-94.425,MSY,29.5936,-90.1528,MCI
WN,39.513,-104.401,MSY,29.5936,-90.1528,DEN
WN,40.4132,-74.107,MSY,29.5936,-90.1528,EWR
WN,41.479,-87.458,MSY,29.5936,-90.1528,MDW
WN,42.565,-87.5347,MSY,29.5936,-90.1528,MKE
WN,26.1342,-97.3915,AUS,30.114,-97.4011,HRL
WN,26.421,-80.99,AUS,30.114,-97.4011,FLL
WN,27.5831,-82.3159,AUS,30.114,-97.4011,TPA
WN,28.2544,-81.1857,AUS,30.114,-97.4011,MCO
WN,29.3843,-95.1644,AUS,30.114,-97.4011,HOU
WN,29.5936,-90.1528,AUS,30.114,-97.4011,MSY
WN,31.4824,-106.224,AUS,30.114,-97.4011,ELP
WN,32.44,-117.1122,AUS,30.114,-97.4011,SAN
WN,32.5049,-96.516,AUS,30.114,-97.4011,DAL
WN,33.263,-112.029,AUS,30.114,-97.4011,PHX
WN,33.3825,-84.2537,AUS,30.114,-97.4011,ATL
WN,33.3949,-101.4922,AUS,30.114,-97.4011,LBB
WN,33.5633,-118.2429,AUS,30.114,-97.4011,LAX
WN,36.449,-115.98,AUS,30.114,-97.4011,LAS
WN,36.728,-86.4041,AUS,30.114,-97.4011,BNA
WN,37.2142,-121.5544,AUS,30.114,-97.4011,SJC
WN,37.4316,-122.1314,AUS,30.114,-97.4011,OAK
WN,38.517,-77.215,AUS,30.114,-97.4011,DCA
WN,39.1031,-76.406,AUS,30.114,-97.4011,BWI
WN,39.513,-104.401,AUS,30.114,-97.4011,DEN
WN,40.4132,-74.107,AUS,30.114,-97.4011,EWR
WN,41.479,-87.458,AUS,30.114,-97.4011,MDW
WN,29.3843,-95.1644,PNS,30.2823,-87.1114,HOU
WN,36.728,-86.4041,PNS,30.2823,-87.1114,BNA
WN,26.421,-80.99,JAX,30.2938,-81.4116,FLL
WN,29.3843,-95.1644,JAX,30.2938,-81.4116,HOU
WN,33.3825,-84.2537,JAX,30.2938,-81.4116,ATL
WN,36.449,-115.98,JAX,30.2938,-81.4116,LAS
WN,36.728,-86.4041,JAX,30.2938,-81.4116,BNA
WN,39.1031,-76.406,JAX,30.2938,-81.4116,BWI
WN,39.513,-104.401,JAX,30.2938,-81.4116,DEN
WN,41.479,-87.458,JAX,30.2938,-81.4116,MDW
WN,29.321,-98.2811,ELP,31.4824,-106.224,SAT
WN,29.3843,-95.1644,ELP,31.4824,-106.224,HOU
WN,30.114,-97.4011,ELP,31.4824,-106.224,AUS
WN,32.5049,-96.516,ELP,31.4824,-106.224,DAL
WN,33.263,-112.029,ELP,31.4824,-106.224,PHX
WN,33.5633,-118.2429,ELP,31.4824,-106.224,LAX
WN,36.449,-115.98,ELP,31.4824,-106.224,LAS
WN,29.3843,-95.1644,MAF,31.5633,-102.126,HOU
WN,32.5049,-96.516,MAF,31.5633,-102.126,DAL
WN,36.449,-115.98,MAF,31.5633,-102.126,LAS
WN,28.2544,-81.1857,JAN,32.184,-90.433,MCO
WN,29.3843,-95.1644,JAN,32.184,-90.433,HOU
WN,41.479,-87.458,JAN,32.184,-90.433,MDW
WN,29.321,-98.2811,SAN,32.44,-117.1122,SAT
WN,29.3843,-95.1644,SAN,32.44,-117.1122,HOU
WN,29.5936,-90.1528,SAN,32.44,-117.1122,MSY
WN,30.114,-97.4011,SAN,32.44,-117.1122,AUS
WN,32.658,-110.5629,SAN,32.44,-117.1122,TUS
WN,33.263,-112.029,SAN,32.44,-117.1122,PHX
WN,33.3825,-84.2537,SAN,32.44,-117.1122,ATL
WN,36.449,-115.98,SAN,32.44,-117.1122,LAS
WN,36.728,-86.4041,SAN,32.44,-117.1122,BNA
WN,37.2142,-121.5544,SAN,32.44,-117.1122,SJC
WN,37.378,-122.2229,SAN,32.44,-117.1122,SFO
WN,37.4316,-122.1314,SAN,32.44,-117.1122,OAK
WN,38.4143,-121.3526,SAN,32.44,-117.1122,SMF
WN,38.4451,-90.2135,SAN,32.44,-117.1122,STL
WN,39.1031,-76.406,SAN,32.44,-117.1122,BWI
WN,39.1751,-94.425,SAN,32.44,-117.1122,MCI
WN,39.2954,-119.465,SAN,32.44,-117.1122,RNO
WN,39.513,-104.401,SAN,32.44,-117.1122,DEN
WN,41.479,-87.458,SAN,32.44,-117.1122,MDW
WN,26.1342,-97.3915,DAL,32.5049,-96.516,HRL
WN,29.321,-98.2811,DAL,32.5049,-96.516,SAT
WN,29.3843,-95.1644,DAL,32.5049,-96.516,HOU
WN,29.5936,-90.1528,DAL,32.5049,-96.516,MSY
WN,30.114,-97.4011,DAL,32.5049,-96.516,AUS
WN,31.4824,-106.224,DAL,32.5049,-96.516,ELP
WN,31.5633,-102.126,DAL,32.5049,-96.516,MAF
WN,33.3346,-86.4512,DAL,32.5049,-96.516,BHM
WN,33.3949,-101.4922,DAL,32.5049,-96.516,LBB
WN,34.4346,-92.1327,DAL,32.5049,-96.516,LIT
WN,35.139,-101.4221,DAL,32.5049,-96.516,AMA
WN,35.2335,-97.362,DAL,32.5049,-96.516,OKC
WN,36.1154,-95.5317,DAL,32.5049,-96.516,TUL
WN,37.3859,-97.2559,DAL,32.5049,-96.516,ICT
WN,38.4451,-90.2135,DAL,32.5049,-96.516,STL
WN,39.1751,-94.425,DAL,32.5049,-96.516,MCI
WN,40.2929,-80.1358,DFW,32.5347,-97.215,PIT
WN,29.3843,-95.1644,CHS,32.5355,-80.225,HOU
WN,33.3825,-84.2537,CHS,32.5355,-80.225,ATL
WN,36.728,-86.4041,CHS,32.5355,-80.225,BNA
WN,39.1031,-76.406,CHS,32.5355,-80.225,BWI
WN,41.479,-87.458,CHS,32.5355,-80.225,MDW
WN,32.44,-117.1122,TUS,32.658,-110.5629,SAN
WN,33.5633,-118.2429,TUS,32.658,-110.5629,LAX
WN,36.449,-115.98,TUS,32.658,-110.5629,LAS
WN,39.513,-104.401,TUS,32.658,-110.5629,DEN
WN,41.479,-87.458,TUS,32.658,-110.5629,MDW
WN,26.421,-80.99,PHX,33.263,-112.029,FLL
WN,27.5831,-82.3159,PHX,33.263,-112.029,TPA
WN,28.2544,-81.1857,PHX,33.263,-112.029,MCO
WN,29.321,-98.2811,PHX,33.263,-112.029,SAT
WN,29.3843,-95.1644,PHX,33.263,-112.029,HOU
WN,29.5936,-90.1528,PHX,33.263,-112.029,MSY
WN,30.114,-97.4011,PHX,33.263,-112.029,AUS
WN,31.4824,-106.224,PHX,33.263,-112.029,ELP
WN,32.44,-117.1122,PHX,33.263,-112.029,SAN
WN,33.3825,-84.2537,PHX,33.263,-112.029,ATL
WN,33.4032,-117.525,PHX,33.263,-112.029,SNA
WN,33.5633,-118.2429,PHX,33.263,-112.029,LAX
WN,34.122,-118.2131,PHX,33.263,-112.029,BUR
WN,34.321,-117.364,PHX,33.263,-112.029,ONT
WN,34.4346,-92.1327,PHX,33.263,-112.029,LIT
WN,35.2335,-97.362,PHX,33.263,-112.029,OKC
WN,35.5239,-78.4714,PHX,33.263,-112.029,RDU
WN,36.1154,-95.5317,PHX,33.263,-112.029,TUL
WN,36.449,-115.98,PHX,33.263,-112.029,LAS
